kda,assists,deaths,denies,game_mode,gpm,hero_damage,hero_id,kills,last_hits,leaver_status,level,match_id,player_slot,steam_id,total_gold,tower_damage,win,xpm
,14,10,25,3,402,22778,19,9,139,0,19,4194678604,129,136273116,13842,2468,0,463
,16,11,1,3,301,13265,110,4,50,0,15,4194678604,130,116409474,10364,15,0,324
,13,9,16,3,464,22094,114,13,169,0,21,4194678604,131,101375717,15977,0,0,567
,12,8,17,3,363,8455,9,1,189,0,18,4194678604,132,223968209,12499,354,0,429
,10,8,7,3,315,7106,114,2,105,0,14,4194619563,0,200037203,9124,0,0,332
,3,6,1,3,446,14216,98,5,175,0,19,4194619563,1,136099804,12919,42,0,561
,7,10,3,3,271,9787,14,4,53,0,13,4194619563,2,,7849,0,0,296
,7,3,7,3,436,16062,17,7,158,0,17,4194619563,3,139822354,12629,582,0,458
,10,11,10,3,207,6637,88,0,23,0,11,4194619563,4,146544058,5996,44,0,222
,11,4,9,3,424,12267,4,7,107,0,15,4194619563,128,372836652,12281,2324,1,388
,23,5,2,3,351,12768,121,5,26,0,15,4194619563,129,397194466,10167,0,1,354
,20,5,3,3,341,8319,84,4,30,0,15,4194619563,130,211884113,9877,233,1,357
,10,1,17,3,645,15595,48,10,241,0,19,4194619563,131,223968209,18683,14880,1,580
,17,3,35,3,516,14991,96,8,155,0,18,4194619563,132,249016996,14946,4730,1,507
,9,14,3,3,399,23398,2,11,210,0,24,4193417965,0,125861458,20648,0,0,493
,13,13,21,3,554,16148,6,3,426,0,25,4193417965,1,130416036,28669,1986,0,602
,15,11,1,3,324,14640,16,2,123,0,24,4193417965,2,151798794,16767,0,0,506
,14,5,13,3,602,36347,9,11,416,0,25,4193417965,3,137129583,31153,3807,0,650
,13,9,2,3,383,25843,5,2,151,0,24,4193417965,4,249016996,19820,0,0,510
,10,5,38,3,644,33734,33,13,345,0,25,4193417965,128,101695162,33327,6895,1,596
,23,6,4,3,396,18209,27,5,176,0,25,4193417965,129,323850987,20493,2266,1,612
,26,8,0,3,266,17818,107,5,28,0,20,4193417965,130,180950681,13765,42,1,348
,15,5,7,3,666,47697,36,16,459,0,25,4193417965,131,137272985,34465,2756,1,659
,24,6,14,3,666,32940,8,10,486,0,25,4193417965,132,861227861,34465,8219,1,695
,9,5,9,3,610,20342,70,15,145,0,20,4193356337,0,150588364,17873,4565,1,583
,14,3,16,3,726,16476,114,11,248,1,23,4193356337,1,196493853,21271,7291,1,830
,15,4,13,3,636,22376,17,10,188,0,23,4193356337,2,173880329,18634,4595,1,757
,14,8,3,3,321,7104,84,2,19,0,13,4193356337,3,136187546,9405,380,1,272
,22,3,0,3,395,9326,88,4,31,0,18,4193356337,4,110228930,11573,1247,1,519
,10,12,5,3,274,11138,19,3,71,0,15,4193356337,128,149903953,8028,129,0,379
,8,6,7,3,468,9653,109,6,197,0,18,4193356337,129,137272985,13712,729,0,485
,1,7,6,3,362,10949,22,5,126,0,17,4193356337,130,242837510,10606,0,0,466
,9,11,0,3,221,11633,119,4,13,0,13,4193356337,131,151798794,6475,0,0,295
,11,7,2,3,226,9089,7,3,33,0,14,4193356337,132,249016996,6621,59,0,323
,17,5,0,3,313,14294,110,1,49,0,16,4204754035,0,176047313,9603,405,1,382
,9,3,10,3,606,17520,12,9,211,0,20,4204754035,1,199012928,18594,4734,1,594
,12,6,32,3,551,20176,59,9,151,0,19,4204754035,2,399885807,16906,12811,1,513
,19,3,2,3,299,7903,86,5,20,0,15,4204754035,3,149903953,9174,273,1,331
,11,3,6,3,449,11515,2,7,130,0,18,4204754035,4,200544648,13776,712,1,472
,5,9,3,3,208,3504,83,2,30,0,14,4204754035,128,143920656,6382,22,0,318
,6,9,4,3,232,4651,26,4,28,0,12,4204754035,129,236048443,7118,0,0,241
,6,4,20,3,453,19026,70,9,159,0,19,4204754035,130,198672664,13899,251,0,549
,8,7,6,3,399,16159,99,2,155,0,17,4204754035,131,138154666,12242,719,0,440
,9,3,3,3,787,10757,73,3,307,0,21,4204754035,132,189100626,24147,842,0,604
,16,4,3,3,299,8581,20,2,33,0,17,4204629694,0,51684352,9642,589,1,409
,20,5,5,3,435,12443,97,3,154,0,19,4204629694,1,145417739,14028,207,1,523
,8,3,14,3,785,37680,72,16,335,0,22,4204629694,2,,25316,12034,1,643
,19,5,2,3,331,6491,91,2,60,0,22,4204629694,3,136980762,10674,615,1,681
,11,4,8,3,602,19510,17,11,245,0,23,4204629694,4,148967400,19414,2076,1,725
,5,5,8,3,396,15648,21,4,167,0,19,4204629694,128,138892834,12771,103,0,503
,8,7,17,3,471,19677,36,5,217,0,19,4204629694,129,179603165,15189,1809,0,486
,11,4,4,3,442,7623,41,3,195,0,20,4204629694,130,149903953,14254,632,0,543
,7,10,1,3,270,6822,112,2,40,0,13,4204629694,131,175852704,8707,0,0,251
,8,11,1,3,267,9491,14,4,59,0,16,4204629694,132,147399717,8610,0,0,375
,15,4,2,3,512,25649,2,7,203,0,22,4204583726,0,138354133,18227,3076,1,617
,19,5,4,3,414,19169,110,4,97,0,20,4204583726,1,,14738,413,1,490
,6,3,13,3,662,27053,54,17,238,0,24,4204583726,2,149903953,23567,8182,1,713
,18,10,0,3,294,12056,107,2,31,0,18,4204583726,3,145417739,10466,130,1,397
,16,6,37,3,620,20856,23,7,275,0,24,4204583726,4,,22072,5862,1,685
,14,6,2,3,299,16836,7,4,68,0,19,4204583726,128,,10644,0,0,466
,6,4,7,3,474,19292,97,7,230,0,22,4204583726,129,136192231,16874,0,0,581
,16,12,11,3,339,14991,9,2,145,0,18,4204583726,130,234124314,12068,0,0,393
,9,7,5,3,353,14414,64,6,124,0,20,4204583726,131,51684352,12566,475,0,476
,12,8,13,3,488,21611,56,8,163,0,22,4204583726,132,136262604,17372,1556,0,621
,9,11,3,3,365,14122,75,8,74,0,20,4203092587,0,,15007,19,0,416
,10,12,0,3,336,23467,2,8,139,0,19,4203092587,1,149903953,13815,132,0,387
,12,10,6,3,256,17215,21,1,89,0,16,4203092587,2,89972122,10525,345,0,299
,11,5,20,3,544,22956,9,8,301,0,24,4203092587,3,137272985,22367,1237,0,620
,8,8,6,3,515,16673,82,6,321,0,25,4203092587,4,149081349,21175,1198,0,737
,26,4,11,3,473,18171,84,9,97,0,25,4203092587,128,113051039,19448,1117,1,688
,13,6,9,3,638,49821,34,15,362,0,25,4203092587,129,90045009,26232,0,1,735
,21,10,0,3,382,10493,112,3,85,0,21,4203092587,130,101678979,15706,450,1,465
,24,7,1,3,345,16300,110,5,60,0,21,4203092587,131,138354133,14185,358,1,468
,21,4,11,3,677,48980,114,13,328,0,25,4203092587,132,107081378,27835,15825,1,712
,8,4,7,3,588,6849,109,4,295,0,18,4203620377,0,421181742,17522,5175,1,512
,23,3,11,3,293,10850,51,1,42,0,18,4203620377,1,167589964,8731,221,1,514
,5,4,25,3,595,19128,59,13,174,0,22,4203620377,2,106863163,17731,5032,1,713
,10,3,10,3,539,16928,36,9,211,0,21,4203620377,3,139937922,16062,986,1,629
,18,6,4,3,362,9671,27,5,61,0,19,4203620377,4,147963189,10787,340,1,546
,11,6,2,3,256,5746,84,3,25,0,14,4203620377,128,460298719,7628,166,0,316
,8,5,13,3,292,6302,41,0,119,0,16,4203620377,129,343939692,8701,0,0,399
,3,5,28,3,371,12841,21,3,144,0,17,4203620377,130,135878232,11055,287,0,442
,6,11,8,3,324,11391,114,7,89,0,15,4203620377,131,151181525,9655,627,0,379
,5,5,8,3,485,12994,52,7,209,0,18,4203620377,132,163891868,14453,1141,0,516
,2,8,8,3,434,22358,19,8,182,0,20,4203501647,0,136353896,15038,54,0,514
,7,11,5,3,356,21368,45,5,127,0,18,4203501647,1,100598959,12335,695,0,408
,10,7,6,3,366,17564,121,5,112,0,19,4203501647,2,135866954,12681,0,0,480
,7,11,6,3,503,10979,114,3,283,0,22,4203501647,3,382225911,17428,204,0,582
,6,11,1,3,254,7630,27,3,46,0,15,4203501647,4,310699939,8801,617,0,306
,23,2,10,3,527,20057,9,9,200,0,22,4203501647,128,135596324,18260,7062,1,607
,15,6,12,3,626,21796,74,7,235,0,23,4203501647,129,106863163,21690,7522,1,646
,17,7,1,3,372,11516,7,6,67,0,17,4203501647,130,,12889,306,1,367
,24,7,1,3,458,22836,110,11,70,0,22,4203501647,131,274128144,15869,322,1,637
,17,2,20,3,571,19981,36,13,200,0,24,4203501647,132,125695828,19785,2341,1,744
,10,0,2,3,318,7106,110,7,7,0,9,4198007992,0,296514230,4298,0,1,349
,8,0,9,3,424,6176,78,5,60,0,10,4198007992,1,168798737,5731,693,1,419
,4,0,22,3,421,4383,1,4,67,0,11,4198007992,2,139460025,5690,178,1,457
,10,3,1,3,294,6578,3,5,5,0,8,4198007992,3,157054028,3973,165,1,279
,6,0,18,3,423,4379,9,3,64,0,10,4198007992,4,197737818,5717,857,1,406
,0,5,1,3,170,2372,14,0,5,1,6,4198007992,128,139759648,2297,0,0,171
,0,6,6,3,351,6716,17,1,67,1,10,4198007992,129,106863163,4744,99,0,383
,3,6,0,3,239,3815,31,0,8,1,6,4198007992,130,188257367,3230,0,0,201
,1,4,4,3,199,1276,70,0,31,3,6,4198007992,131,176221934,2689,0,0,188
,1,4,6,3,376,2354,109,2,75,1,8,4198007992,132,356343152,5082,0,0,279
,8,6,18,3,409,16774,63,3,215,0,24,4197910369,0,169923336,16537,2063,0,605
,17,10,3,3,340,15325,119,5,68,0,20,4197910369,1,152122881,13747,67,0,427
,9,8,9,3,585,19478,25,9,351,1,25,4197910369,2,296514230,23653,5806,0,758
,11,9,17,3,375,20314,7,9,125,0,21,4197910369,3,89423756,15162,0,0,469
,12,14,10,3,350,17070,27,6,125,0,20,4197910369,4,124168390,14151,544,0,437
,23,7,1,3,406,17069,14,8,72,0,25,4197910369,128,341433367,16415,1412,1,696
,17,6,12,3,479,12594,97,10,191,0,25,4197910369,129,106863163,19367,1123,1,696
,23,7,0,3,365,10805,121,2,91,0,20,4197910369,130,115532134,14758,337,1,418
,14,8,7,3,530,15661,41,12,244,0,24,4197910369,131,,21429,5002,1,648
,13,8,11,3,632,28047,52,14,335,0,25,4197910369,132,,25553,4233,1,698
,1,8,5,3,364,4376,12,1,147,0,14,4196544032,0,,9536,0,0,359
,6,10,3,3,267,9509,14,3,23,0,14,4196544032,1,207983361,6995,25,0,348
,7,10,4,3,380,15461,110,5,59,0,17,4196544032,2,,9956,0,0,521
,7,6,23,3,492,18115,114,5,159,0,20,4196544032,3,106863163,12890,2281,0,690
,4,8,4,3,329,7862,97,1,101,0,14,4196544032,4,86768143,8619,134,0,347
,16,5,14,3,481,18603,19,9,110,0,18,4196544032,128,140680642,12602,2220,1,556
,9,2,21,3,707,24150,10,18,186,0,22,4196544032,129,372595310,18523,12835,1,788
,21,3,2,3,438,8275,121,4,64,0,17,4196544032,130,136526273,11475,401,1,503
,17,2,1,3,362,9301,96,6,55,0,16,4196544032,131,,9484,540,1,445
,13,3,15,3,475,8013,9,5,132,0,16,4196544032,132,197737818,12445,839,1,480
,8,5,1,2,224,8917,79,4,24,0,13,4203336876,0,102914010,6469,196,0,298
,8,7,7,2,268,8151,96,0,106,0,14,4203336876,1,194624542,7740,0,0,346
,4,6,2,2,277,11489,110,3,54,0,15,4203336876,2,124168390,8000,55,0,381
,4,5,5,2,402,14966,25,2,167,0,16,4203336876,3,210287979,11611,1554,0,438
,6,8,6,2,525,9645,48,5,233,0,19,4203336876,4,236322966,15163,614,0,561
,8,3,15,2,501,9741,81,8,144,0,18,4203336876,128,138543123,14470,1216,1,495
,6,1,12,2,703,18407,109,12,258,0,21,4203336876,129,168028715,20304,6871,1,674
,13,3,2,2,353,9300,112,3,37,0,16,4203336876,130,117731777,10195,71,1,420
,15,3,1,2,287,6477,84,0,16,0,17,4203336876,131,108717482,8289,24,1,459
,9,4,25,2,508,13746,4,7,184,0,18,4203336876,132,124936122,14672,2228,1,502
,13,5,8,2,625,31373,67,15,267,0,24,4203231316,0,236322966,22093,1461,1,724
,17,4,5,2,281,9191,84,3,22,0,17,4203231316,1,124168390,9933,405,1,391
,19,4,4,2,458,13925,9,4,195,0,21,4203231316,2,194624542,16190,572,1,539
,16,3,8,2,682,26433,46,10,365,0,25,4203231316,3,210287979,24108,3802,1,774
,19,2,2,2,271,9557,79,4,24,0,21,4203231316,4,102914010,9579,819,1,545
,10,4,16,2,436,15658,54,3,214,0,20,4203231316,128,168028715,15412,617,0,499
,8,8,2,2,264,10155,110,2,64,0,15,4203231316,129,117731777,9332,18,0,308
,9,8,7,2,511,13370,17,3,291,1,21,4203231316,130,124936122,18063,317,0,528
,11,9,2,2,214,4636,3,1,35,0,14,4203231316,131,108717482,7564,16,0,258
,4,7,3,2,389,13708,2,9,156,0,17,4203231316,132,138543123,13751,384,0,367
,5,2,3,2,568,12380,77,4,187,0,20,4203149071,0,168028715,16737,12453,1,592
,12,4,4,2,299,6253,3,1,37,0,14,4203149071,1,108717482,8810,326,1,322
,10,2,0,2,279,6716,64,2,23,0,15,4203149071,2,117731777,8221,1037,1,350
,2,3,23,2,674,20569,4,13,240,0,20,4203149071,3,124936122,19860,8107,1,601
,10,2,7,2,437,9908,97,2,130,0,17,4203149071,4,138543123,12876,51,1,444
,6,6,3,2,424,17852,106,4,161,0,16,4203149071,128,210287979,12493,68,0,403
,6,6,7,2,368,21159,45,3,128,0,15,4203149071,129,194624542,10843,2782,0,381
,9,5,0,2,262,13747,75,3,24,0,15,4203149071,130,102914010,7720,0,0,370
,6,2,2,2,208,5200,83,1,29,0,14,4203149071,131,124168390,6129,0,0,328
,3,3,14,2,591,14937,109,2,313,0,18,4203149071,132,236322966,17414,1581,0,502
,12,4,7,2,569,38229,41,19,282,0,25,4202840964,0,168028715,26477,5190,1,587
,17,5,10,2,641,51958,52,10,447,0,25,4202840964,1,124936122,29827,5976,1,662
,30,5,5,2,300,12052,50,1,52,0,23,4202840964,2,117731777,13960,591,1,496
,22,6,8,2,371,22763,27,6,125,0,25,4202840964,3,108717482,17263,7905,1,591
,21,5,12,2,376,13920,97,5,154,0,24,4202840964,4,138543123,17496,1151,1,539
,14,10,3,2,298,12426,7,2,86,0,21,4202840964,128,164530809,13866,0,0,411
,9,6,12,2,486,26680,42,3,297,0,23,4202840964,129,103275898,22615,3785,0,500
,6,6,14,2,545,33073,36,13,340,0,25,4202840964,130,88585077,25360,1527,0,578
,13,7,43,2,512,29273,33,4,247,0,22,4202840964,131,152915953,23825,3304,0,460
,15,12,4,2,248,9806,79,2,28,0,18,4202840964,132,131766964,11540,0,0,309
,15,2,15,2,272,9268,103,3,24,0,16,4202772041,0,164530809,7489,338,1,428
,11,2,13,2,511,10801,41,5,185,0,19,4202772041,1,103275898,14069,2813,1,589
,10,2,4,2,504,15594,39,9,159,0,20,4202772041,2,88585077,13876,366,1,652
,10,2,16,2,401,8280,97,6,128,0,16,4202772041,3,152915953,11040,601,1,438
,10,7,8,2,272,4689,110,2,43,0,14,4202772041,4,131766964,7489,16,1,361
,4,2,25,2,439,10361,9,7,153,0,15,4202772041,128,138543123,12087,809,0,368
,6,7,16,2,454,12927,67,2,197,0,16,4202772041,129,168028715,12500,0,0,446
,9,5,2,2,207,6134,84,2,14,0,11,4202772041,130,117731777,5699,41,0,243
,6,6,5,2,265,4912,86,0,69,0,14,4202772041,131,108717482,7296,0,0,337
,2,5,37,2,463,8272,4,4,197,1,18,4202772041,132,124936122,12747,1060,0,524
,9,10,1,3,477,28881,2,10,154,0,22,4205311252,0,169851795,16178,572,1,596
,11,2,8,3,616,20775,77,8,234,0,22,4205311252,1,366499343,20892,14071,1,628
,18,6,1,3,285,12894,20,1,19,0,18,4205311252,2,389140824,9666,75,1,433
,11,10,8,3,275,7964,3,1,32,0,17,4205311252,3,202682591,9327,306,1,381
,11,4,25,3,576,25868,74,8,178,0,23,4205311252,4,165178538,19536,1645,1,657
,9,6,11,3,539,25079,114,10,241,0,23,4205311252,128,125393316,18281,102,0,691
,12,6,0,3,275,11926,121,2,42,0,14,4205311252,129,398030355,9327,315,0,271
,15,6,9,3,425,13002,78,4,155,0,20,4205311252,130,,14414,1305,0,510
,8,4,13,3,454,27065,19,13,147,0,20,4205311252,131,,15398,2196,0,504
,12,6,3,3,322,12695,112,3,51,0,15,4205311252,132,175852704,10921,0,0,322
,11,3,24,3,626,46417,70,21,161,0,25,4205226839,0,175852704,21200,3369,1,846
,13,4,17,3,666,32706,19,18,201,0,24,4205226839,1,248941611,22555,12081,1,763
,26,6,1,3,319,12212,79,2,50,0,18,4205226839,2,89423756,10803,1758,1,435
,23,6,3,3,405,12028,96,5,104,0,20,4205226839,3,123713294,13716,2097,1,539
,25,5,13,3,540,26688,110,7,134,0,21,4205226839,4,135384059,18288,315,1,551
,14,11,21,3,391,14246,23,4,148,0,20,4205226839,128,400603826,13241,213,0,538
,7,14,1,3,228,9630,14,3,18,0,14,4205226839,129,139759648,7721,0,0,264
,8,9,9,3,376,25392,63,9,89,0,22,4205226839,130,252244084,12733,685,0,636
,6,15,0,3,236,9457,112,2,31,0,13,4205226839,131,339821783,7992,0,0,228
,14,6,16,3,446,21004,54,6,163,0,20,4205226839,132,,15104,386,0,532
,7,7,15,3,449,16785,39,6,225,0,18,4205147359,0,400603826,16111,651,0,421
,14,13,1,3,217,13590,5,1,42,0,13,4205147359,1,296514230,7786,0,0,242
,5,3,23,3,553,22356,67,6,338,0,21,4205147359,2,,19843,417,0,541
,11,10,7,3,235,10544,84,0,51,1,13,4205147359,3,113051039,8432,0,0,226
,8,5,1,3,287,8370,37,5,69,0,16,4205147359,4,,10298,419,0,332
,23,6,3,3,298,8852,85,4,18,0,17,4205147359,128,339821783,10693,1075,1,366
,17,4,15,3,727,14960,95,6,369,0,24,4205147359,129,,26087,12530,1,743
,19,5,5,3,390,18629,119,9,51,0,19,4205147359,130,152122881,13994,578,1,449
,21,2,21,3,484,20254,13,6,160,0,22,4205147359,131,175852704,17367,2604,1,579
,16,2,8,3,560,21064,21,12,204,0,22,4205147359,132,89423756,20094,4796,1,606
,22,10,2,3,315,20542,101,6,37,0,22,4204677622,0,390647492,13539,23,0,474
,20,7,33,3,580,17332,33,9,245,0,24,4204677622,1,301983708,24930,4067,0,623
,9,9,2,3,613,32137,98,11,320,0,25,4204677622,2,134679634,26348,1459,0,809
,26,11,1,3,385,18406,100,5,86,0,22,4204677622,3,263079640,16548,0,0,514
,12,8,5,3,512,25591,25,10,301,0,24,4204677622,4,193036105,22007,1566,0,604
,17,11,4,3,540,22020,6,9,240,0,25,4204677622,128,175852704,23211,10855,1,653
,17,8,0,3,518,24220,63,15,201,0,25,4204677622,129,147399717,22265,646,1,699
,13,9,0,3,412,18390,2,8,180,0,21,4204677622,130,356917592,17709,62,1,458
,14,7,40,3,552,36139,59,9,270,0,25,4204677622,131,148967400,23726,5140,1,661
,24,7,2,3,354,15836,75,3,67,0,20,4204677622,132,,15216,449,1,426
,16,4,3,3,299,8581,20,2,33,0,17,4204629694,0,51684352,9642,589,1,409
,20,5,5,3,435,12443,97,3,154,0,19,4204629694,1,145417739,14028,207,1,523
,8,3,14,3,785,37680,72,16,335,0,22,4204629694,2,,25316,12034,1,643
,19,5,2,3,331,6491,91,2,60,0,22,4204629694,3,136980762,10674,615,1,681
,11,4,8,3,602,19510,17,11,245,0,23,4204629694,4,148967400,19414,2076,1,725
,5,5,8,3,396,15648,21,4,167,0,19,4204629694,128,138892834,12771,103,0,503
,8,7,17,3,471,19677,36,5,217,0,19,4204629694,129,179603165,15189,1809,0,486
,11,4,4,3,442,7623,41,3,195,0,20,4204629694,130,149903953,14254,632,0,543
,7,10,1,3,270,6822,112,2,40,0,13,4204629694,131,175852704,8707,0,0,251
,8,11,1,3,267,9491,14,4,59,0,16,4204629694,132,147399717,8610,0,0,375
,21,12,8,3,285,19081,20,6,107,0,25,4205395298,0,139200998,18743,357,0,466
,24,9,6,3,366,15333,121,4,171,0,23,4205395298,1,170417029,24070,256,0,350
,16,13,11,3,368,23218,36,6,258,0,25,4205395298,2,134485058,24202,1459,0,501
,11,8,6,3,459,34224,81,17,302,0,25,4205395298,3,140735923,30186,3280,0,611
,17,6,26,3,577,24774,9,7,569,0,25,4205395298,4,140095766,37947,11985,0,595
,30,12,3,3,395,47217,22,2,255,0,25,4205395298,128,113817823,25977,0,1,496
,14,4,8,3,559,57417,56,23,278,0,25,4205395298,129,110681876,36763,8650,1,641
,11,4,8,3,605,35613,94,8,533,0,25,4205395298,130,,39788,6750,1,534
,27,11,8,3,424,21293,96,7,262,0,25,4205395298,131,134957131,27885,3626,1,480
,24,9,1,3,406,26679,21,8,199,0,25,4205395298,132,144001087,26701,537,1,481
,8,4,21,3,729,28935,109,10,430,0,24,4205325973,0,,29038,11320,1,651
,14,9,1,3,245,17341,22,1,26,0,20,4205325973,1,150182009,9759,114,1,434
,12,5,8,3,518,14623,49,5,231,0,23,4205325973,2,117677173,20633,4803,1,559
,12,6,6,3,267,8513,3,4,15,0,18,4205325973,3,136707821,10635,163,1,374
,9,5,16,3,470,18013,99,3,214,0,20,4205325973,4,109960666,18721,1962,1,461
,10,5,7,3,471,21007,11,11,275,0,21,4205325973,128,139200998,18761,1491,0,497
,8,5,2,3,422,17565,120,6,224,0,20,4205325973,129,170417029,16809,105,0,447
,18,4,3,3,337,19317,88,3,70,0,21,4205325973,130,140095766,13423,52,0,490
,9,5,5,3,247,8565,30,3,30,0,17,4205325973,131,140735923,9838,104,0,344
,13,5,8,3,405,20952,15,6,194,0,21,4205325973,132,134485058,16132,603,0,504
,10,6,3,3,385,7890,84,4,57,0,16,4205028033,0,150731690,12775,2208,1,380
,16,4,20,3,481,18733,7,12,105,0,19,4205028033,1,139818203,15961,2936,1,503
,21,7,8,3,449,10227,92,5,135,0,17,4205028033,2,361129984,14899,8126,1,417
,26,4,9,3,652,25193,23,12,234,0,23,4205028033,3,384832704,21635,4337,1,680
,26,4,3,3,475,12382,62,13,9,0,20,4205028033,4,136364170,15762,1242,1,520
,9,9,7,3,339,14284,32,9,86,0,17,4205028033,128,170417029,11249,0,0,410
,10,9,2,3,349,8376,41,5,150,1,17,4205028033,129,241362679,11580,0,0,391
,12,6,9,3,419,19135,52,4,216,0,18,4205028033,130,140095766,13903,744,0,423
,12,11,2,3,271,11230,110,3,37,0,15,4205028033,131,139998997,8992,0,0,317
,14,11,2,3,281,10942,121,3,47,0,15,4205028033,132,162535062,9324,0,0,337
,12,6,11,3,472,12300,41,6,204,0,22,4204944181,0,170417029,18164,2702,1,549
,21,11,2,3,393,14288,14,5,82,0,22,4204944181,1,241362679,15123,771,1,557
,15,4,0,3,323,7128,5,2,41,0,18,4204944181,2,162535062,12430,443,1,383
,11,8,1,3,372,10189,36,6,114,0,19,4204944181,3,139998997,14315,1409,1,410
,9,1,34,3,815,45074,4,21,390,0,25,4204944181,4,140095766,31363,18151,1,768
,5,8,12,3,522,23271,74,12,237,0,23,4204944181,128,283331098,20088,0,0,594
,6,7,41,3,548,30296,56,11,256,0,24,4204944181,129,130983715,21088,5045,0,692
,11,8,5,3,269,6190,83,3,68,0,18,4204944181,130,155170020,10352,728,0,381
,12,7,3,3,350,13540,29,0,162,0,21,4204944181,131,202390997,13469,74,0,482
,11,11,5,3,209,10053,64,3,34,0,16,4204944181,132,198810925,8043,80,0,308
,12,4,6,3,638,37488,61,17,254,0,25,4204770652,0,294387499,28848,4097,1,800
,14,12,17,3,379,20499,19,5,149,0,22,4204770652,1,303115132,17137,2013,1,453
,21,16,2,3,276,6376,27,1,43,0,20,4204770652,2,140095766,12479,4173,1,397
,17,16,5,3,336,13593,7,4,88,0,22,4204770652,3,117807675,15192,0,1,477
,12,5,5,3,589,37893,12,12,292,0,25,4204770652,4,,26632,4052,1,700
,22,8,0,3,492,33208,14,15,152,0,25,4204770652,128,,22246,1234,0,670
,17,6,1,3,629,43566,17,15,425,0,25,4204770652,129,262367336,28441,400,0,719
,24,8,2,3,480,34500,45,10,283,0,25,4204770652,130,,21704,6123,0,645
,18,8,3,3,320,17287,5,3,162,0,21,4204770652,131,141010367,14469,35,0,423
,19,11,7,3,423,24003,56,10,217,0,23,4204770652,132,107336061,19126,3550,0,504
,17,8,0,3,389,12299,110,5,69,0,18,4205119842,0,136421659,14743,110,1,395
,20,2,22,3,605,43794,22,16,251,0,25,4205119842,1,139822354,22929,784,1,777
,14,7,2,3,556,20344,81,10,206,0,24,4205119842,2,302715521,21072,12726,1,671
,13,3,10,3,514,15663,36,9,207,0,23,4205119842,3,285989226,19480,3018,1,629
,19,2,1,3,337,14334,7,4,41,0,23,4205119842,4,136099804,12772,0,1,585
,8,7,12,3,446,15654,54,1,246,0,21,4205119842,128,174450569,16903,1944,0,498
,3,9,3,3,430,36552,34,4,252,0,19,4205119842,129,452376367,16297,0,0,441
,12,15,1,3,259,11835,63,3,58,0,18,4205119842,130,358934489,9816,0,0,386
,6,7,2,3,418,18155,2,12,178,0,20,4205119842,131,313352773,15842,36,0,475
,3,8,3,3,224,6710,88,1,34,0,14,4205119842,132,,8489,0,0,251
,2,14,2,3,183,6288,86,1,43,0,12,4205042306,0,100974894,5770,0,0,216
,6,5,14,3,321,8558,42,0,134,0,16,4205042306,1,339517940,10122,466,0,377
,1,5,3,3,451,27715,34,3,238,0,16,4205042306,2,142139318,14221,0,0,392
,2,6,17,3,493,7443,109,5,256,0,18,4205042306,3,313352773,15545,501,0,468
,6,5,5,3,221,6468,21,1,49,0,12,4205042306,4,105989125,6968,13,0,239
,6,1,4,3,617,15877,77,11,217,0,20,4205042306,128,358934489,19456,14365,1,563
,17,0,3,3,433,11570,79,6,84,0,20,4205042306,129,150961567,13653,980,1,561
,10,3,8,3,756,18246,52,10,322,0,24,4205042306,130,452376367,23839,4965,1,780
,8,5,4,3,441,9542,14,5,116,0,20,4205042306,131,102644565,13906,869,1,565
,10,2,7,3,458,8779,38,3,136,0,20,4205042306,132,,14442,1408,1,556
,17,3,7,3,386,14784,101,3,59,0,19,4204979888,0,100974894,11174,1263,1,537
,21,4,11,3,479,16151,2,7,135,0,20,4204979888,1,285989226,13867,369,1,612
,20,5,19,3,707,33001,4,18,207,0,21,4204979888,2,250547284,20467,5696,1,654
,8,3,9,3,726,28425,95,19,225,0,23,4204979888,3,358934489,21017,11536,1,802
,26,7,1,3,429,13015,7,4,74,0,18,4204979888,4,102644565,12419,1245,1,530
,12,9,3,3,329,11836,96,4,86,0,17,4204979888,128,313352773,9524,0,0,447
,6,6,7,3,334,10979,42,4,100,0,16,4204979888,129,,9669,24,0,435
,10,12,7,3,320,16239,121,5,46,0,16,4204979888,130,105989125,9264,0,0,427
,6,11,0,3,544,11053,73,3,194,0,15,4204979888,131,452376367,15748,0,0,374
,8,15,0,3,205,7977,75,2,22,0,12,4204979888,132,381553722,5934,0,0,260
,14,9,11,3,477,51926,113,7,255,0,25,4204880443,0,130083590,24557,5039,0,556
,14,10,3,3,655,31207,53,5,397,0,25,4204880443,1,100974894,33721,6541,0,636
,23,14,2,3,394,12009,85,1,105,0,23,4204880443,2,,20284,52,0,469
,15,13,17,3,450,34568,19,11,164,0,25,4204880443,3,214150763,23167,1454,0,563
,9,15,4,3,548,33832,98,12,242,0,25,4204880443,4,105989125,28212,5607,0,810
,35,5,0,3,423,25771,75,6,107,0,25,4204880443,128,51684352,21777,1976,1,569
,22,8,0,3,561,50059,2,15,285,0,25,4204880443,129,173812218,28882,2802,1,749
,18,9,5,3,643,65153,34,8,495,0,25,4204880443,130,150726729,33103,49,1,654
,34,9,2,3,365,26425,84,5,56,0,25,4204880443,131,313352773,18791,587,1,582
,19,7,12,3,922,82539,114,27,543,0,25,4204880443,132,452376367,47467,12624,1,864
,7,10,13,3,371,11617,77,1,168,3,19,4204813749,0,470392491,14345,4443,0,423
